Publisher,Genres,App_Name,Release_Date,Id,Developer
Red Barrels,"['Action', 'Adventure', 'Indie']",Outlast: Whistleblower DLC,2014-05-06,273300,Red Barrels
,"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Down”,2014-05-06,294907,Ubisoft - San Francisco
Roencia Game Creators,['Design &amp; Illustration'],Indie Graphics Bundle - Royalty Free Sprites,2014-05-06,281900,Eldon Harris
,"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Beautiful Disaster”,2014-05-06,294906,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Amber”,2014-05-06,294905,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – 311 Song Pack,2014-05-06,294908,Ubisoft - San Francisco
Strategy First,['Strategy'],Warrior Kings: Battles,2003-09-30,299070,Black Cactus
Daedalic Entertainment,"['Adventure', 'Indie']",The Whispered World Special Edition,2014-05-06,268540,Daedalic Entertainment
Strategy First,['Indie'],Back To Life 2,2014-05-06,299100,Carlo D'Apostoli Projects
Interplay Inc.,['Action'],Descent: FreeSpace – The Great War,2014-05-07,273600,Volition Inc.
Slitherine Ltd.,['Strategy'],Rise of Prussia Gold,2013-05-08,292760,Ageod
Puny Human,"['Action', 'Indie']",Blade Symphony,2014-05-07,225600,Puny Human
Positech Games,"['Indie', 'Simulation', 'Strategy']",Democracy 3: Extremism,2014-05-13,291900,Positech Games
"SmiteWorks USA, LLC",['RPG'],Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,2014-05-09,299140,"SmiteWorks USA, LLC"
Fistful of Frags Team,"['Action', 'Free to Play', 'Indie']",Fistful of Frags,2014-05-09,265630,Fistful of Frags Team
Steve Jarman,['RPG'],Coldfire Keep,2014-05-09,296530,Steve Jarman
Kerberos Productions Inc.,"['Indie', 'Strategy']",Ground Pounders - High Rez Pack,2014-05-12,301060,Kerberos Productions Inc.
"BitMonster, Inc.","['Adventure', 'Indie', 'RPG']",Lili: Child of Geos - Complete Edition,2014-05-09,266490,"BitMonster, Inc."
"SmiteWorks USA, LLC","['Indie', 'RPG', 'Strategy']",Fantasy Grounds,2014-05-09,252690,"SmiteWorks USA, LLC"
Bedtime Digital Games,"['Adventure', 'Indie']",Chronology,2014-05-12,269330,Bedtime Digital Games
"Naga Entertainment, Nova Dimension","['Adventure', 'Indie']",Coma: Mortuary,2014-05-12,293320,"Nova Dimension,Naga Entertainment"
Daedalic Entertainment,"['Action', 'Adventure', 'Indie']",The Last Tinker™: City of Colors,2014-05-12,260160,Mimimi Productions
b-alive gmbh,"['Casual', 'Indie', 'Simulation', 'Strategy']",Wildlife Park 3,2014-05-12,287200,b-alive gmbh
,['RPG'],Fantasy Grounds - C&C Castle Keeper's Guide,2014-05-12,299300,"SmiteWorks USA, LLC"
Iceberg Interactive,"['Action', 'Racing', 'Sports']",Gas Guzzlers Extreme: Full Metal Frenzy,2014-05-12,277820,Gamepires
Degica,"['Casual', 'RPG']",Deadly Sin 2,2010-07-02,285420,Dancing Dragon Games
Aerosoft GmbH,['Simulation'],World of Subways 3 – London Underground Circle Line,2014-05-12,283620,TML-Studios
,"['Indie', 'RPG']",Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,2014-05-12,301240,"SmiteWorks USA, LLC"
,"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Oblivion”,2014-05-13,294910,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Black Tongue”,2014-05-13,294909,Ubisoft - San Francisco
GameMill,"['Action', 'Casual', 'Indie', 'Early Access']",Organic Panic,2014-05-14,282740,Last Limb LLC
,"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon Song Pack,2014-05-13,294912,Ubisoft - San Francisco
Dovetail Games - Trains,['Simulation'],Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,2014-05-15,258652,Dovetail Games
,"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,2014-05-13,294911,Ubisoft - San Francisco
Ronimo Games,"['Action', 'Indie', 'Strategy']",Awesomenauts - Giga Sentorii Skin,2014-05-14,256505,Ronimo Games
Kasedo Games,"['Indie', 'RPG', 'Simulation', 'Strategy']",Hegemony Rome: The Rise of Caesar,2014-05-15,227060,Longbow Games
Digital Happiness,"['Adventure', 'Indie']",DreadOut,2014-05-15,269790,Digital Happiness
Artifex Mundi,"['Adventure', 'Casual']",Nightmares from the Deep 2: The Siren`s Call,2013-07-24,284790,Artifex Mundi
Libredia,['Casual'],Sudokuball Detective,2009-12-01,288690,Witan Entertainment
Digital Happiness,"['Adventure', 'Indie']",DreadOut Soundtrack & Manga DLC,2014-05-15,298680,Digital Happiness
The Behemoth,"['Action', 'Adventure', 'Casual', 'Indie']",BattleBlock Theater®,2014-05-15,238460,The Behemoth
Meridian4,"['Adventure', 'Indie']",Rhiannon: Curse of the Four Branches,2008-10-06,298140,Arberth Studios
tinyBuild,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Fearless Fantasy,2014-05-15,282100,Enter Skies
Digital Tribe,"['Adventure', 'Casual', 'Indie']",Qbeh-1: The Atlas Cube,2014-05-15,252550,Liquid Flower
Reverb,"['Action', 'Adventure', 'Indie']",Orc Attack: Flatulent Rebellion,2014-05-15,268520,Casual Brothers
1C Company,"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2,2014-05-15,244450,Digitalmindsoft
Strategy First,['Adventure'],Vault Cracker,2014-05-15,299170,Gogii Games
Strategy First,['Adventure'],Millionaire Manor,2010-12-17,299180,Gogii Games
"Humongous Entertainment, Nightdive Studios",['Casual'],Putt-Putt® and Fatty Bear's Activity Pack,1994-03-25,294720,Humongous Entertainment
"Humongous Entertainment, Nightdive Studios","['Adventure', 'Casual']",Putt-Putt® Travels Through Time,1997-11-21,294670,Humongous Entertainment
Strategy First,['Strategy'],Graviteam Tactics: Volokonovka 1942,2014-05-15,296450,Graviteam
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #2,2014-05-15,281601,Idea Factory
Strategy First,['Action'],Monster Challenge Circus,2014-05-15,300910,Freegamer
"Humongous Entertainment, Nightdive Studios","['Adventure', 'Casual']","Spy Fox 3 ""Operation Ozone""",2001-03-30,292260,Humongous Entertainment
"Humongous Entertainment, Nightdive Studios","['Adventure', 'Casual']",Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,2000-04-01,292800,Humongous Entertainment
"Humongous Entertainment, Nightdive Studios","['Adventure', 'Casual']",Freddi Fish 3: The Case of the Stolen Conch Shell,1998-03-06,294540,Humongous Entertainment
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music,2014-05-16,301190,Forever Entertainment S. A.
United Independent Entertainment GmbH,['Casual'],Them - The Summoning,2014-05-16,300510,Gamatic
Buka Entertainment,"['Adventure', 'Casual', 'Indie']",The Treasures of Montezuma 4,2013-10-09,301150,Alawar Entertainment
"Merge Games, Headup Games","['Action', 'Adventure', 'Casual', 'Indie']",Shiny The Firefly,2014-05-16,277510,Stage Clear Studios
1C Company,"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2 - Deluxe Edition upgrade,2014-05-16,271850,Digitalmindsoft
Plug In Digital,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",Rage Runner,2014-05-16,279520,Hypercane Studios
Winter Wolves,"['Casual', 'Indie', 'Simulation']",Flower Shop: Summer In Fairbrook,2010-01-28,290990,Winter Wolves
Psydra Games LLC,"['Adventure', 'Casual', 'Indie', 'RPG']",Dark Scavenger,2014-05-16,293880,Psydra Games LLC
Keybol,"['Casual', 'Indie']",Pretentious Game,2014-05-20,279540,Keybol
Supergiant Games,"['Action', 'Indie', 'RPG']",Transistor: Original Soundtrack,2014-05-20,299240,Supergiant Games
Degica,"['Action', 'Indie']",QUALIA 3: Multi Agent Soundtrack,2014-05-16,297150,"神奈川電子技術研究所,EXTREME"
"Nicalis, Inc.","['Action', 'Free to Play', 'Indie', 'Strategy']",Toribash,2006-03-01,248570,Nabi Studios
Degica,"['Casual', 'RPG']",Legionwood 2: Rise of the Eternal's Realm - Director's Cut,2014-02-28,290460,Dark Gaia Studios
Degica,"['Adventure', 'Indie', 'RPG']",Sweet Lily Dreams,2014-05-16,300540,RosePortal Games
Peoleo Entertainment,"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation,2014-05-19,266030,Peoleo Entertainment
Peoleo Entertainment,"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : 12 virtual BOOSTERS,2014-05-19,294310,Peoleo Entertainment
Peoleo Entertainment,"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : 36 virtual BOOSTERS,2014-05-19,294311,Peoleo Entertainment
,"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM,2014-05-19,292721,Peoleo Entertainment
Evilized productions,"['Adventure', 'Casual', 'Indie']",Paradigm Shift,2014-05-19,299820,Evilized Productions
Retro Game Crunch,"['Action', 'Adventure', 'Indie']",Retro Game Crunch,2014-05-19,290040,"Rusty Moyher,Shaun Inman,Matt Grimm"
,"['Simulation', 'Strategy']",Europa Universalis IV: Anthology of Alternate History,2014-05-19,295220,Paradox Development Studio
Paradox Interactive,"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Persian Portraits,2014-05-19,292981,Paradox Development Studio
,"['Free to Play', 'Indie', 'Strategy']",DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ,2014-05-19,292722,Peoleo Entertainment
,"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Persian Unit Pack,2014-05-19,292980,Paradox Development Studio
,"['Indie', 'Strategy']",Space Hulk - Harbinger of Torment Campaign,2014-05-19,274431,Full Control Studios
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Metallic Paint Jobs Pack,2014-05-19,297790,SCS Software
Libredia,['Casual'],I Am Vegend - Zombiegeddon,2013-01-10,302460,Appmania/i-Free
1C Company,['Strategy'],Perimeter: Emperor's Testament,2006-08-29,289240,K-D Lab
Milkstone Studios,"['Adventure', 'Casual', 'Indie']",White Noise Online,2014-05-22,293860,Milkstone Studios
1C Company,"['Action', 'RPG', 'Simulation']",A.I.M.2 Clan Wars,2007-08-18,289180,SkyRiver Studios
Deep Silver,['Action'],Killer is Dead - Nightmare Edition,2014-05-23,261110,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",Tropico 5,2014-05-23,245620,Haemimont Games
Neko Entertainment,"['Casual', 'Indie']",GAUGE,2014-05-23,272990,Étienne Périn
KISS ltd,['Casual'],Numba Deluxe,2013-03-23,301700,Cobra Mobile
,"['Indie', 'RPG']",Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack,2014-05-23,303332,"SmiteWorks USA, LLC"
,"['Indie', 'RPG']",Fantasy Grounds - Basic Roleplaying (BRP) Ruleset,2014-05-23,303331,"SmiteWorks USA, LLC"
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",Frederic: Evil Strikes Back,2014-05-23,301200,Forever Entertainment S. A.
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music Demo,2014-05-23,303630,Forever Entertainment S. A.
KISS ltd,['Casual'],Cobi Treasure Deluxe,2013-12-02,301690,Cobra Mobile
,"['Indie', 'RPG']",Fantasy Grounds - Ultimate Upgrade,2014-05-23,300870,"SmiteWorks USA, LLC"
KISS ltd,"['Casual', 'Indie', 'Simulation', 'Strategy']",Showtime!,2013-09-01,285050,Myrtilus Entertainment
,"['Indie', 'RPG']",Fantasy Grounds - Rolemaster Classic Ruleset,2014-05-23,303330,"SmiteWorks USA, LLC"
505 Games,"['Action', 'RPG']",PAYDAY 2: The Shadow Raid Heist,2014-05-29,267382,OVERKILL - a Starbreeze Studio.
Microids,['Adventure'],Dracula 4 and  5 - Special Steam Edition,2014-05-29,279560,Koalabs
,['Strategy'],Europa Universalis IV: Wealth of Nations E-book,2014-05-29,304590,Paradox Development Studio
Paradox Development Studio,"['Simulation', 'Strategy']",Europa Universalis IV: Trade Nations Unit Pack,2014-05-29,279622,Paradox Development Studio
Paradox Interactive,"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Wealth of Nations,2014-05-29,279620,Paradox Development Studio
Paradox Development Studio,"['Simulation', 'Strategy']",Europa Universalis IV: Muslim Ships Unit Pack,2014-05-29,279621,Paradox Development Studio
Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",Arma 3 DLC Bundle 1,2014-05-29,304400,Bohemia Interactive
Degica,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Royal Tiles Resource Pack,2014-05-29,291473,Sherman3D
Bohemia Interactive,"['Action', 'Racing', 'Simulation', 'Strategy']",Arma 3 Karts,2014-05-29,288520,Bohemia Interactive
11 bit studios,"['Action', 'Indie', 'Strategy']",Anomaly Defenders,2014-05-29,294750,11 bit studios
Finji,['Indie'],CAPSULE,2012-02-14,303940,"Adam Saltsman,Robin Arnott"
Die Gute Fabrik,"['Adventure', 'Casual', 'Indie']",Where is my Heart?,2014-05-29,244950,Schulenburg Software
SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Flip Paint Designs,2014-05-29,301180,SCS Software
Graveck,"['Casual', 'Indie', 'Strategy']",Strata,2014-05-29,286380,Graveck
Libredia,['Racing'],HTR+ Slot Car Simulation,2014-05-29,288650,QUByte Interactive
"Humongous Entertainment, Nightdive Studios","['Adventure', 'Casual']",Putt-Putt® Joins the Circus,2000-12-31,294690,Humongous Entertainment
Winter Wolves,"['Casual', 'Indie', 'RPG', 'Simulation']",Spirited Heart Deluxe,2011-09-01,293920,Winter Wolves
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #3,2014-05-29,281602,Idea Factory
,"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",El Starter Pack 2.0,2014-05-29,304490,KOG
KOG Games,"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG']",El Adventurer Pack 2.0,2014-05-29,304491,KOG
Artem Kotov,"['Indie', 'Strategy']",Defense Zone 2,2014-05-30,295630,Artem Kotov
KISS ltd,"['Indie', 'Simulation', 'Strategy', 'Early Access']",GearCity,2014-05-30,285110,Visual Entertainment And Technologies
Endnight Games Ltd,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",The Forest,2014-05-30,242760,Endnight Games Ltd
Buka Entertainment,"['RPG', 'Strategy']",Battle Mages,2003-11-27,302470,Targem Games
Microsoft Studios,"['Action', 'RPG', 'Simulation']",State of Decay - Lifeline,2014-05-30,259041,Undead Labs
Over The Moon,"['Action', 'Adventure', 'Indie']",The Fall,2014-05-30,290770,Over The Moon
Sport1 GmbH,"['Casual', 'Sports']",SPORT1 Live : Duel,2014-05-30,301250,Sport1 GmbH
Arctic Anteater,"['Action', 'Indie']",Kill Fun Yeah,2014-05-30,301360,Arctic Anteater
Wastelands Interactive,"['Indie', 'Strategy']",The Campaign Series: Fall Weiss,2014-05-30,283020,Wastelands Interactive
Wild Games Studio,"['Adventure', 'RPG']",Dysan the Shapeshifter,2014-06-06,303410,Wild Games Studio
Uppercut Games Pty Ltd,"['Action', 'Indie']",EPOCH,2014-06-05,270510,Uppercut Games Pty Ltd
Snowbird Games,"['Indie', 'Strategy']",Eador. Masters of the Broken World - Allied Forces,2014-06-05,303730,Snowbird Games
Artifex Mundi,"['Adventure', 'Casual']",Enigmatis 2: The Mists of Ravenwood,2013-09-25,284770,Artifex Mundi
Buka Entertainment,"['Casual', 'Strategy']",The Happy Hereafter,2013-10-02,306200,"Alawar,Mirball Games"
"Viva Media, Inc",['Casual'],300 Dwarves,2013-06-17,301730,Artifex Mundi
Owl Cave,"['Adventure', 'Indie']",Richard & Alice,2014-06-05,279260,Owl Cave
Evolutionary Games,"['Action', 'Casual', 'Indie']",Galactic Arms Race,2014-05-31,249610,Evolutionary Games
"Nether Productions, LLC","['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Nether: Resurrected,2014-06-05,247730,Phosphor Games Studio
Exkee,"['Action', 'Indie', 'Simulation', 'Strategy']",Kill The Bad Guy,2014-05-28,293940,Exkee
Gaijin Games,"['Action', 'Casual', 'Indie']",BIT.TRIP FLUX,2014-06-05,205090,Gaijin Games
Gaijin Games,,BIT.TRIP FLUX Soundtrack,2014-06-05,205093,Gaijin Games
ovos,"['Adventure', 'Indie', 'Simulation']",Ludwig,2014-06-06,263120,ovos
Serenity Forge,"['Action', 'Adventure', 'Indie']",Lifeless Planet Premier Edition,2014-06-06,261530,Stage 2 Studios
Yazar Media Group LLC,"['Action', 'Indie']",Electronic Super Joy: Groove City,2014-06-06,301460,"Michael Todd Games,Yazar Media Group LLC"
Koch Media,['Simulation'],Railroad X,2014-06-09,251020,"TREND, Soft Pro"
,"['Action', 'Casual', 'Indie']",Dead Bits (Soundtrack),2014-06-09,306160,Microblast Games
Koch Media,['Simulation'],US Diesel Locomotives - Set 1,2014-06-09,267680,"TREND, Soft Pro"
Koch Media,['Simulation'],US Diesel Locomotives - Set 2,2014-06-09,275170,"TREND, Soft Pro"
SmashGames,"['Action', 'Adventure', 'Indie', 'RPG']",Magicite,2014-06-09,268750,SmashGames
Koch Media,,"Modelset 1 - Railstation, Houses, Barn",2014-06-09,275171,"Trend, Soft-Pro"
Adventure Productions,"['Adventure', 'Indie']",Shadows on the Vatican Act I: Greed,2014-06-10,286360,"10th Art Studio,Adventure Productions"
"Viva Media, GameMill",['Casual'],Castle: Never Judge a Book by its Cover,2013-07-09,301740,Gunnar Games
,"['Casual', 'Simulation']",Rocksmith® 2014 – Bill Withers - “Ain’t No Sunshine”,2014-06-10,294929,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Roy Buchanan - “Sweet Dreams”,2014-06-10,294930,Ubisoft - San Francisco
Daedalic Entertainment,"['Adventure', 'Casual', 'Indie']",Munin,2014-06-10,281750,Gojira
,"['Casual', 'Simulation']",Rocksmith® 2014 – James Gang - “Funk #49”,2014-06-10,294931,Ubisoft - San Francisco
Caiysware,"['Adventure', 'Indie']",Echo of the Wilds,2014-06-10,305780,Anthony Case
3f Interactive,"['Adventure', 'Indie']",Reversion - The Escape (1st Chapter),2012-03-21,270570,3f Interactive
CI Games,['Action'],Enemy Front,2014-06-10,256190,CI Games
Heydeck Games,"['Casual', 'Indie', 'Simulation', 'Strategy']",Smooth Operators,2013-01-14,262900,Heydeck Games
Sakura River Interactive,"['Casual', 'Indie', 'Simulation']",Infinite Game Works Episode 0,2014-06-10,302290,Sakura River Interactive
Unfinished Pixel,['Indie'],Spy Chameleon - RGB Agent,2014-06-11,297490,Unfinished Pixel
Focus Home Interactive,['RPG'],Faery - Legends of Avalon,2014-06-16,303790,Spiders Studio
Lost Decade Games,"['Action', 'Indie', 'RPG']",A Wizard's Lizard,2014-06-16,280040,Lost Decade Games
WOBBL3 Entertainment LLC,"['Action', 'Casual', 'Indie']",DubWars Demo,2014-06-16,309890,MURA Interactive
North Side,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Bot Colony,2014-06-16,263040,North Side
Goldhawk Interactive,"['Indie', 'Simulation', 'Strategy']",Xenonauts,2014-06-16,223830,Goldhawk Interactive
XGen Studios,['RPG'],Stick RPG 2: Director's Cut,2011-04-19,307640,XGen Studios
tequibo,"['Action', 'Indie', 'Early Access']",Fancy Skulls,2014-06-16,307090,tequibo
KISS ltd,"['Action', 'Casual', 'Indie', 'Sports']",Canyon Capers - Rio Fever,2014-06-16,307390,Crazy Moo Games
-,"['Action', 'Indie', 'Early Access']",XenoRaptor,2014-06-16,298280,Peter Cleary
THQ Nordic,['Adventure'],Black Mirror I,2003-10-17,292930,"Future Games,Unknown Identity"
Immanitas Entertainment GmbH,"['Action', 'Strategy']",Rush for Glory,2014-06-16,303470,Parseh Game Studio
505 Games,"['Action', 'RPG']",PAYDAY 2: The Big Bank Heist,2014-06-17,306690,OVERKILL - a Starbreeze Studio.
,"['Simulation', 'Strategy']",Cities in Motion 2: Players Choice Vehicle Pack,2014-06-17,306170,Colossal Order Ltd.
,"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Awake”,2014-06-17,294934,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “I Stand Alone”,2014-06-17,294936,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Cryin’ Like a Bitch”,2014-06-17,294935,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Godsmack - “Love-Hate-Sex-Pain”,2014-06-17,294937,Ubisoft - San Francisco
